répond au tchat du chef de l’ église avec un SMS	[IN:SEND_MESSAGE [SL:GROUP chef de l’ église SL:GROUP] IN:SEND_MESSAGE]
Mets cette chanson dans mes favoris	[IN:LIKE_MUSIC [SL:MUSIC_TYPE chanson SL:MUSIC_TYPE] IN:LIKE_MUSIC]
quel est le nom de cet artiste	[IN:GET_TRACK_INFO_MUSIC  IN:GET_TRACK_INFO_MUSIC]
Ajoute cette chanson à mes favoris	[IN:ADD_TO_PLAYLIST_MUSIC [SL:MUSIC_TYPE chanson SL:MUSIC_TYPE] [SL:MUSIC_PLAYLIST_TITLE mes favoris SL:MUSIC_PLAYLIST_TITLE] IN:ADD_TO_PLAYLIST_MUSIC]
Crée une nouvelle station radio	[IN:CREATE_PLAYLIST_MUSIC [SL:MUSIC_PLAYLIST_TITLE radio SL:MUSIC_PLAYLIST_TITLE] [SL:MUSIC_TYPE station SL:MUSIC_TYPE] IN:CREATE_PLAYLIST_MUSIC]
Peux - tu revenir en arrière	[IN:REWIND_MUSIC  IN:REWIND_MUSIC]
joue la liste de lecture Années 80	[IN:PLAY_MUSIC [SL:MUSIC_PLAYLIST_TITLE Années 80 SL:MUSIC_PLAYLIST_TITLE] [SL:MUSIC_TYPE liste de lecture SL:MUSIC_TYPE] IN:PLAY_MUSIC]
Quand est - ce que cet artiste va partir en tournée	[IN:QUESTION_MUSIC  IN:QUESTION_MUSIC]
Repasse le dernier morceau s' il - te - plaît	[IN:PREVIOUS_TRACK_MUSIC [SL:ORDINAL dernier SL:ORDINAL] [SL:MUSIC_TYPE morceau SL:MUSIC_TYPE] IN:PREVIOUS_TRACK_MUSIC]
Quel temps fait - il à Seattle ce matin	[IN:GET_WEATHER [SL:LOCATION Seattle SL:LOCATION] [SL:DATE_TIME ce matin SL:DATE_TIME] IN:GET_WEATHER]
passe ma liste de lecture préférée	[IN:PLAY_MUSIC [SL:MUSIC_PLAYLIST_TITLE préférée SL:MUSIC_PLAYLIST_TITLE] [SL:MUSIC_TYPE liste de lecture SL:MUSIC_TYPE] IN:PLAY_MUSIC]
Rembobine de 10 secondes	[IN:REWIND_MUSIC [SL:MUSIC_REWIND_TIME 10 secondes SL:MUSIC_REWIND_TIME] IN:REWIND_MUSIC]
zappe	[IN:SKIP_TRACK_MUSIC  IN:SKIP_TRACK_MUSIC]
Du très mauvais temps annoncé à la météo	[IN:GET_WEATHER  IN:GET_WEATHER]
Joue le morceau numéro un du Billboard charts	[IN:PLAY_MUSIC [SL:MUSIC_GENRE numéro un SL:MUSIC_GENRE] [SL:MUSIC_TYPE morceau SL:MUSIC_TYPE] [SL:MUSIC_PLAYLIST_TITLE Billboard charts SL:MUSIC_PLAYLIST_TITLE] IN:PLAY_MUSIC]
interromps le chronomètre	[IN:PAUSE_TIMER [SL:METHOD_TIMER chronomètre SL:METHOD_TIMER] IN:PAUSE_TIMER]
Pour quand est prévue la prochaine mousson	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE mousson SL:WEATHER_ATTRIBUTE] IN:GET_WEATHER]
quelle est la météo de demain	[IN:GET_WEATHER [SL:DATE_TIME de demain SL:DATE_TIME] IN:GET_WEATHER]
arrête la minuterie	[IN:PAUSE_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] IN:PAUSE_TIMER]
À quelle heure est le coucher de soleil aujourd'hui à Asheville	[IN:GET_SUNSET [SL:DATE_TIME aujourd'hui SL:DATE_TIME] [SL:LOCATION Asheville SL:LOCATION] IN:GET_SUNSET]
Quand est - ce que les premières neiges sont censées arriver	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE neiges SL:WEATHER_ATTRIBUTE] IN:GET_WEATHER]
Quel est le taux d' humidité aujourd'hui	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE humidité SL:WEATHER_ATTRIBUTE] [SL:DATE_TIME aujourd'hui SL:DATE_TIME] IN:GET_WEATHER]
Peux - tu jouer le morceau How Great Thou Art d' Elvis sur Spotify	[IN:PLAY_MUSIC [SL:MUSIC_TRACK_TITLE How Great Thou Art SL:MUSIC_TRACK_TITLE] [SL:MUSIC_TYPE morceau SL:MUSIC_TYPE] [SL:MUSIC_ARTIST_NAME Elvis SL:MUSIC_ARTIST_NAME] [SL:MUSIC_PROVIDER_NAME Spotify SL:MUSIC_PROVIDER_NAME] IN:PLAY_MUSIC]
joue Bethel radio	[IN:PLAY_MUSIC [SL:MUSIC_PLAYLIST_TITLE Bethel SL:MUSIC_PLAYLIST_TITLE] [SL:MUSIC_TYPE radio SL:MUSIC_TYPE] IN:PLAY_MUSIC]
est - ce que c'est une nouvelle chanson	[IN:GET_TRACK_INFO_MUSIC [SL:MUSIC_TYPE chanson SL:MUSIC_TYPE] IN:GET_TRACK_INFO_MUSIC]
Qui est en tête des élections	[IN:QUESTION_NEWS  IN:QUESTION_NEWS]
Quand est - ce le premier jour du printemps ici	[IN:GET_WEATHER [SL:DATE_TIME printemps SL:DATE_TIME] [SL:LOCATION ici SL:LOCATION] IN:GET_WEATHER]
qui sont les artistes de cet album	[IN:GET_TRACK_INFO_MUSIC [SL:MUSIC_TYPE album SL:MUSIC_TYPE] IN:GET_TRACK_INFO_MUSIC]
Approuve	[IN:LIKE_MUSIC  IN:LIKE_MUSIC]
Il devrait pleuvoir à New York cette nuit	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE pleuvoir SL:WEATHER_ATTRIBUTE] [SL:LOCATION New York SL:LOCATION] [SL:DATE_TIME nuit SL:DATE_TIME] IN:GET_WEATHER]
Joue ma musique	[IN:PLAY_MUSIC [SL:MUSIC_TYPE musique SL:MUSIC_TYPE] IN:PLAY_MUSIC]
Est - ce que c'est une bonne idée d' aller au parc	[IN:GET_WEATHER  IN:GET_WEATHER]
Branche - toi sur la station Alternative Endurance	[IN:PLAY_MUSIC [SL:MUSIC_GENRE Alternative Endurance SL:MUSIC_GENRE] [SL:MUSIC_TYPE station SL:MUSIC_TYPE] IN:PLAY_MUSIC]
Mets le nouvel album de Lady Gaga	[IN:PLAY_MUSIC [SL:MUSIC_ARTIST_NAME Lady Gaga SL:MUSIC_ARTIST_NAME] [SL:MUSIC_TYPE album SL:MUSIC_TYPE] IN:PLAY_MUSIC]
Peux - tu jouer la prochaine chanson s' il te plaît	[IN:SKIP_TRACK_MUSIC [SL:ORDINAL prochaine SL:ORDINAL] [SL:MUSIC_TYPE chanson SL:MUSIC_TYPE] IN:SKIP_TRACK_MUSIC]
Est - ce qu' il va pleuvoir aujourd'hui	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE pleuvoir SL:WEATHER_ATTRIBUTE] [SL:DATE_TIME aujourd'hui SL:DATE_TIME] IN:GET_WEATHER]
donne - moi le temps restant	[IN:GET_TIMER  IN:GET_TIMER]
mets en pause la chanson actuelle	[IN:PAUSE_MUSIC [SL:MUSIC_TYPE chanson SL:MUSIC_TYPE] IN:PAUSE_MUSIC]
Joue - moi Drummer Boy de Pentatonix	[IN:PLAY_MUSIC [SL:MUSIC_TRACK_TITLE Drummer Boy SL:MUSIC_TRACK_TITLE] [SL:MUSIC_ARTIST_NAME Pentatonix SL:MUSIC_ARTIST_NAME] IN:PLAY_MUSIC]
Montre - moi les prévisions météo pour ma région	[IN:GET_WEATHER [SL:LOCATION ma région SL:LOCATION] IN:GET_WEATHER]
Quel temps fera - t - il le mois prochain en Chine	[IN:GET_WEATHER [SL:DATE_TIME mois prochain SL:DATE_TIME] [SL:LOCATION Chine SL:LOCATION] IN:GET_WEATHER]
dis - moi combien de minutes il me reste	[IN:GET_TIMER  IN:GET_TIMER]
Météo en Amérique du Sud en novembre	[IN:GET_WEATHER [SL:LOCATION Amérique du Sud SL:LOCATION] [SL:DATE_TIME novembre SL:DATE_TIME] IN:GET_WEATHER]
Y a - t - il des ouragans dans le golfe du Mexique	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE ouragans SL:WEATHER_ATTRIBUTE] [SL:LOCATION golfe du Mexique SL:LOCATION] IN:GET_WEATHER]
quelle est la météo locale	[IN:GET_WEATHER  IN:GET_WEATHER]
Lance la station Afrobeats sur Pandora	[IN:PLAY_MUSIC [SL:MUSIC_PLAYLIST_TITLE Afrobeats SL:MUSIC_PLAYLIST_TITLE] [SL:MUSIC_TYPE station SL:MUSIC_TYPE] [SL:MUSIC_PROVIDER_NAME Pandora SL:MUSIC_PROVIDER_NAME] IN:PLAY_MUSIC]
Merci de jouer les 100 meilleures chansons de tous les temps	[IN:PLAY_MUSIC [SL:MUSIC_PLAYLIST_TITLE 100 meilleures chansons de tous les temps SL:MUSIC_PLAYLIST_TITLE] IN:PLAY_MUSIC]
Joue de la musique Disney	[IN:PLAY_MUSIC [SL:MUSIC_GENRE Disney SL:MUSIC_GENRE] [SL:MUSIC_TYPE musique SL:MUSIC_TYPE] IN:PLAY_MUSIC]
Combien de minutes ai - je couru	[IN:GET_TIMER  IN:GET_TIMER]
qui est actuellement en haut des classements	[IN:QUESTION_MUSIC  IN:QUESTION_MUSIC]
combien de secondes est - ce qu’ il me reste	[IN:GET_TIMER  IN:GET_TIMER]
Comment fais tu des cébettes à partir d' oignons verts	[IN:GET_RECIPES [SL:RECIPES_DISH cébettes SL:RECIPES_DISH] [SL:RECIPES_INCLUDED_INGREDIENT oignons verts SL:RECIPES_INCLUDED_INGREDIENT] IN:GET_RECIPES]
Peux - tu mettre des récipients en verre dans le four	[IN:IS_TRUE_RECIPES [SL:RECIPES_COOKING_METHOD four SL:RECIPES_COOKING_METHOD] IN:IS_TRUE_RECIPES]
ajoute 16 minutes à ma minuterie	[IN:ADD_TIME_TIMER [SL:DATE_TIME 16 minutes SL:DATE_TIME] [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] IN:ADD_TIME_TIMER]
Mets en pause ce morceau maintenant	[IN:PAUSE_MUSIC [SL:MUSIC_TYPE morceau SL:MUSIC_TYPE] IN:PAUSE_MUSIC]
Quelle est la météo à Destin , Florida le week - end prochain	[IN:GET_WEATHER [SL:LOCATION Destin , Florida SL:LOCATION] [SL:DATE_TIME week - end prochain SL:DATE_TIME] IN:GET_WEATHER]
Est - ce qu' ils ont trouvé la fille portée disparue à Jacksonville ?	[IN:QUESTION_NEWS [SL:NEWS_TOPIC trouvé la fille portée disparue à Jacksonville SL:NEWS_TOPIC] IN:QUESTION_NEWS]
dois - je prendre une veste	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE veste SL:WEATHER_ATTRIBUTE] IN:GET_WEATHER]
articles de foxnews sur l' élection	[IN:GET_STORIES_NEWS [SL:NEWS_SOURCE foxnews SL:NEWS_SOURCE] [SL:NEWS_TYPE articles SL:NEWS_TYPE] [SL:NEWS_TOPIC élection SL:NEWS_TOPIC] IN:GET_STORIES_NEWS]
passe cette chanson	[IN:SKIP_TRACK_MUSIC [SL:MUSIC_TYPE chanson SL:MUSIC_TYPE] IN:SKIP_TRACK_MUSIC]
quel temps fait - il à la plage	[IN:GET_WEATHER [SL:LOCATION plage SL:LOCATION] IN:GET_WEATHER]
Où en est ma minuterie ?	[IN:GET_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] IN:GET_TIMER]
Ajoute 7 minutes à ma minuterie .	[IN:ADD_TIME_TIMER [SL:DATE_TIME 7 minutes SL:DATE_TIME] [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] IN:ADD_TIME_TIMER]
Joue de la musique jazz .	[IN:PLAY_MUSIC [SL:MUSIC_GENRE jazz SL:MUSIC_GENRE] [SL:MUSIC_TYPE musique SL:MUSIC_TYPE] IN:PLAY_MUSIC]
les meilleures histoires s' il te plaît	[IN:GET_STORIES_NEWS [SL:NEWS_REFERENCE meilleures SL:NEWS_REFERENCE] [SL:NEWS_TYPE histoires SL:NEWS_TYPE] IN:GET_STORIES_NEWS]
Puis - je réécouter cette liste	[IN:REPLAY_MUSIC [SL:MUSIC_TYPE liste SL:MUSIC_TYPE] IN:REPLAY_MUSIC]
comment est la météo au Brésil	[IN:GET_WEATHER [SL:LOCATION Brésil SL:LOCATION] IN:GET_WEATHER]
dois - je apporter un parapluie ?	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE parapluie SL:WEATHER_ATTRIBUTE] IN:GET_WEATHER]
Qui est l' artiste de cette chanson ?	[IN:GET_TRACK_INFO_MUSIC [SL:MUSIC_TYPE artiste SL:MUSIC_TYPE] [SL:MUSIC_TYPE chanson SL:MUSIC_TYPE] IN:GET_TRACK_INFO_MUSIC]
programme une alarme toutes les 5 heures	[IN:CREATE_ALARM [SL:PERIOD toutes les 5 heures SL:PERIOD] IN:CREATE_ALARM]
règle mon réveil pour 4h30 demain matin	[IN:CREATE_ALARM [SL:DATE_TIME pour 4h30 demain matin SL:DATE_TIME] IN:CREATE_ALARM]
quelles sont les prévisions de pluie pour cette semaine	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE pluie SL:WEATHER_ATTRIBUTE] [SL:DATE_TIME pour cette semaine SL:DATE_TIME] IN:GET_WEATHER]
Quel temps fait - il à Houston ?	[IN:GET_WEATHER [SL:LOCATION Houston SL:LOCATION] IN:GET_WEATHER]
active l' alarme	[IN:CREATE_ALARM  IN:CREATE_ALARM]
lance le chronomètre pour mon temps de trajet	[IN:CREATE_TIMER [SL:METHOD_TIMER chronomètre SL:METHOD_TIMER] [SL:TIMER_NAME temps de trajet SL:TIMER_NAME] IN:CREATE_TIMER]
Quel est l' indice UV d' aujourd'hui ?	[IN:GET_WEATHER [SL:DATE_TIME d' aujourd'hui SL:DATE_TIME] [SL:WEATHER_ATTRIBUTE indice UV SL:WEATHER_ATTRIBUTE] IN:GET_WEATHER]
Arrête la minuterie , s' il te plaît .	[IN:PAUSE_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] IN:PAUSE_TIMER]
affiche la météo du jour	[IN:GET_WEATHER [SL:DATE_TIME du jour SL:DATE_TIME] IN:GET_WEATHER]
mes infos locales ont - elles des sujets sur le retour à l' école maintenant .	[IN:GET_STORIES_NEWS [SL:NEWS_CATEGORY locales SL:NEWS_CATEGORY] [SL:NEWS_TYPE infos SL:NEWS_TYPE] [SL:NEWS_TYPE sujets SL:NEWS_TYPE] [SL:NEWS_TOPIC retour à l' école SL:NEWS_TOPIC] IN:GET_STORIES_NEWS]
y a - t - il des nouvelles locales récentes ?	[IN:GET_STORIES_NEWS [SL:DATE_TIME récentes SL:DATE_TIME] [SL:NEWS_CATEGORY locales SL:NEWS_CATEGORY] [SL:NEWS_TYPE nouvelles SL:NEWS_TYPE] IN:GET_STORIES_NEWS]
Programme une alarme à 14 h 30 demain	[IN:CREATE_ALARM [SL:DATE_TIME à 14 h 30 demain SL:DATE_TIME] IN:CREATE_ALARM]
Peux - tu s' il te plaît régler ma minuterie pour qu' elle sonne dans 20 minutes	[IN:CREATE_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] [SL:DATE_TIME dans 20 minutes SL:DATE_TIME] IN:CREATE_TIMER]
Quels sont les gros titres de sport de Yahoo ?	[IN:GET_STORIES_NEWS [SL:NEWS_CATEGORY sport SL:NEWS_CATEGORY] [SL:NEWS_TYPE gros titres SL:NEWS_TYPE] [SL:NEWS_SOURCE Yahoo SL:NEWS_SOURCE] IN:GET_STORIES_NEWS]
Réinitialise l’ alarme	[IN:CREATE_ALARM  IN:CREATE_ALARM]
combien de temps il me reste sur ma minuterie	[IN:GET_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] IN:GET_TIMER]
quel est le temps à Singapour ?	[IN:GET_WEATHER [SL:LOCATION Singapour SL:LOCATION] IN:GET_WEATHER]
y - a - t - il de nouvelles informations sur le président	[IN:GET_STORIES_NEWS [SL:NEWS_REFERENCE nouvelles SL:NEWS_REFERENCE] [SL:NEWS_TYPE informations SL:NEWS_TYPE] [SL:NEWS_TOPIC président SL:NEWS_TOPIC] IN:GET_STORIES_NEWS]
Lance un chronomètre maintenant	[IN:CREATE_TIMER [SL:METHOD_TIMER chronomètre SL:METHOD_TIMER] IN:CREATE_TIMER]
règle mon réveil pour sonner tous les dimanches à 8 heures	[IN:CREATE_ALARM [SL:DATE_TIME tous les dimanches à 8 heures SL:DATE_TIME] IN:CREATE_ALARM]
Lis - moi les derniers titres sur le président Trump	[IN:GET_STORIES_NEWS [SL:DATE_TIME derniers SL:DATE_TIME] [SL:NEWS_TYPE titres SL:NEWS_TYPE] [SL:NEWS_TOPIC président Trump SL:NEWS_TOPIC] IN:GET_STORIES_NEWS]
Donne - moi les nouvelles d' aujourd'hui .	[IN:GET_STORIES_NEWS [SL:NEWS_TYPE nouvelles SL:NEWS_TYPE] [SL:DATE_TIME d' aujourd'hui SL:DATE_TIME] IN:GET_STORIES_NEWS]
J' ai besoin d' une minuterie .	[IN:CREATE_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] IN:CREATE_TIMER]
joue seulement des chansons entraînantes	[IN:PLAY_MUSIC [SL:MUSIC_GENRE entraînantes SL:MUSIC_GENRE] [SL:MUSIC_TYPE chansons SL:MUSIC_TYPE] IN:PLAY_MUSIC]
Interromps la minuterie .	[IN:PAUSE_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] IN:PAUSE_TIMER]
Je veux écouter le dernier album de Chris Brown	[IN:PLAY_MUSIC [SL:MUSIC_ARTIST_NAME Chris Brown SL:MUSIC_ARTIST_NAME] [SL:MUSIC_TYPE album SL:MUSIC_TYPE] IN:PLAY_MUSIC]
Joue les Alabama Shakes sur Spotify .	[IN:PLAY_MUSIC [SL:MUSIC_ARTIST_NAME Alabama Shakes SL:MUSIC_ARTIST_NAME] [SL:MUSIC_PROVIDER_NAME Spotify SL:MUSIC_PROVIDER_NAME] IN:PLAY_MUSIC]
Règle une alarme pour mardi à trois heures	[IN:CREATE_ALARM [SL:DATE_TIME pour mardi à trois heures SL:DATE_TIME] IN:CREATE_ALARM]
Il va faire chaud comment , aujourd'hui	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE chaud SL:WEATHER_ATTRIBUTE] [SL:DATE_TIME aujourd'hui SL:DATE_TIME] IN:GET_WEATHER]
fixe une alarme pour 30 minutes	[IN:CREATE_ALARM [SL:DATE_TIME pour 30 minutes SL:DATE_TIME] IN:CREATE_ALARM]
Quelle sera la température maximale à Wells Maine aujourd'hui ?	[IN:GET_WEATHER [SL:LOCATION Wells Maine SL:LOCATION] [SL:DATE_TIME aujourd'hui SL:DATE_TIME] IN:GET_WEATHER]
Règle mon alarme pendant 30 minutes .	[IN:CREATE_ALARM [SL:DATE_TIME pendant 30 minutes . SL:DATE_TIME] IN:CREATE_ALARM]
mets une minuterie à 20h00 pour une heure	[IN:CREATE_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] [SL:DATE_TIME à 20h00 pour une heure SL:DATE_TIME] IN:CREATE_TIMER]
quand va - t - il neiger à nouveau ?	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE neiger SL:WEATHER_ATTRIBUTE] IN:GET_WEATHER]
quel est le taux d' humidité à cette période de l' année ?	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE humidité SL:WEATHER_ATTRIBUTE] IN:GET_WEATHER]
alarme fixée pour 7 h du matin	[IN:CREATE_ALARM [SL:DATE_TIME pour 7 h du matin SL:DATE_TIME] IN:CREATE_ALARM]
C'est quel album ?	[IN:GET_TRACK_INFO_MUSIC [SL:MUSIC_TYPE album SL:MUSIC_TYPE] IN:GET_TRACK_INFO_MUSIC]
Comment va - t - il pleuvoir aujourd'hui ?	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE pleuvoir SL:WEATHER_ATTRIBUTE] [SL:DATE_TIME aujourd'hui SL:DATE_TIME] IN:GET_WEATHER]
combien de temps la minuterie a - t - il fonctionné	[IN:GET_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] IN:GET_TIMER]
modifie la minuterie	[IN:UPDATE_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] IN:UPDATE_TIMER]
Démarre la minuterie dans 2 heures	[IN:CREATE_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] [SL:DATE_TIME dans 2 heures SL:DATE_TIME] IN:CREATE_TIMER]
la minuterie est réglé sur combien	[IN:GET_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] IN:GET_TIMER]
règle une minuterie pour 20 minutes .	[IN:CREATE_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] [SL:DATE_TIME pour 20 minutes SL:DATE_TIME] IN:CREATE_TIMER]
Va - t - il pleuvoir à Elysburg , PA , aujourd'hui ?	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE pleuvoir SL:WEATHER_ATTRIBUTE] [SL:LOCATION Elysburg , PA SL:LOCATION] [SL:DATE_TIME aujourd'hui SL:DATE_TIME] IN:GET_WEATHER]
fera - t - il assez froid cet hiver pour porter une parka ?	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE froid SL:WEATHER_ATTRIBUTE] [SL:WEATHER_ATTRIBUTE parka SL:WEATHER_ATTRIBUTE] [SL:DATE_TIME cet hiver SL:DATE_TIME] IN:GET_WEATHER]
quelle quantité de neige est à prévoir demain ?	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE neige SL:WEATHER_ATTRIBUTE] [SL:DATE_TIME demain SL:DATE_TIME] IN:GET_WEATHER]
Efface la minuterie	[IN:DELETE_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] IN:DELETE_TIMER]
Pause de l' alarme de la mijoteuse pendant 5 minutes	[IN:SNOOZE_ALARM [SL:ALARM_NAME alarme de la mijoteuse SL:ALARM_NAME] [SL:DATE_TIME pendant 5 minutes SL:DATE_TIME] IN:SNOOZE_ALARM]
Peux - tu jouer de la musique des années 80 s' il te plaît	[IN:PLAY_MUSIC [SL:MUSIC_TYPE musique SL:MUSIC_TYPE] [SL:MUSIC_GENRE années 80 SL:MUSIC_GENRE] IN:PLAY_MUSIC]
météo , prévisions sur 7 jours	[IN:GET_WEATHER [SL:DATE_TIME sur 7 jours SL:DATE_TIME] IN:GET_WEATHER]
Passe la chanson actuelle	[IN:SKIP_TRACK_MUSIC [SL:ORDINAL actuelle SL:ORDINAL] [SL:MUSIC_TYPE chanson SL:MUSIC_TYPE] IN:SKIP_TRACK_MUSIC]
Combien de temps reste - t - il sur la minuterie actuelle ?	[IN:GET_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] IN:GET_TIMER]
regarde les informations actuelles	[IN:GET_STORIES_NEWS [SL:DATE_TIME actuelles SL:DATE_TIME] [SL:NEWS_TYPE informations SL:NEWS_TYPE] IN:GET_STORIES_NEWS]
quel temps fera - t - il à Vegas la semaine prochaine	[IN:GET_WEATHER [SL:LOCATION Vegas SL:LOCATION] [SL:DATE_TIME la semaine prochaine SL:DATE_TIME] IN:GET_WEATHER]
Quand - est ce qu' il va faire plus de 80 cette semaine ?	[IN:GET_WEATHER [SL:DATE_TIME cette semaine SL:DATE_TIME] IN:GET_WEATHER]
peux tu démarrer une autre minuterie	[IN:CREATE_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] IN:CREATE_TIMER]
règle un compte à rebours pour deux heures et dix minutes	[IN:CREATE_TIMER [SL:METHOD_TIMER compte à rebours SL:METHOD_TIMER] [SL:DATE_TIME pour deux heures et dix minutes SL:DATE_TIME] IN:CREATE_TIMER]
Saute cette chanson sur Amazon music .	[IN:SKIP_TRACK_MUSIC [SL:MUSIC_TYPE chanson SL:MUSIC_TYPE] [SL:MUSIC_PROVIDER_NAME Amazon SL:MUSIC_PROVIDER_NAME] [SL:MUSIC_TYPE music SL:MUSIC_TYPE] IN:SKIP_TRACK_MUSIC]
meilleures histoires dans le divertissement	[IN:GET_STORIES_NEWS [SL:NEWS_REFERENCE meilleures SL:NEWS_REFERENCE] [SL:NEWS_TYPE histoires SL:NEWS_TYPE] [SL:NEWS_CATEGORY divertissement SL:NEWS_CATEGORY] IN:GET_STORIES_NEWS]
J' aime pas cette chanson et je ne veux plus l' entendre	[IN:DISLIKE_MUSIC [SL:MUSIC_TYPE chanson SL:MUSIC_TYPE] IN:DISLIKE_MUSIC]
Réinitialise toutes les minuteries .	[IN:RESTART_TIMER [SL:AMOUNT toutes SL:AMOUNT] [SL:METHOD_TIMER minuteries SL:METHOD_TIMER] IN:RESTART_TIMER]
Règle une minuterie pour 15 minutes	[IN:CREATE_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] [SL:DATE_TIME pour 15 minutes SL:DATE_TIME] IN:CREATE_TIMER]
programme ma minuterie pour 46 minutes	[IN:CREATE_TIMER [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] [SL:DATE_TIME pour 46 minutes SL:DATE_TIME] IN:CREATE_TIMER]
Les dernières nouvelles politiques américaines s' il te plaît	[IN:GET_STORIES_NEWS [SL:DATE_TIME dernières SL:DATE_TIME] [SL:NEWS_TOPIC américaines SL:NEWS_TOPIC] [SL:NEWS_CATEGORY politiques SL:NEWS_CATEGORY] [SL:NEWS_TYPE nouvelles SL:NEWS_TYPE] IN:GET_STORIES_NEWS]
Peux - tu me montrer l' article ?	[IN:GET_STORIES_NEWS [SL:NEWS_TYPE article SL:NEWS_TYPE] IN:GET_STORIES_NEWS]
efface la liste de lecture	[IN:DELETE_PLAYLIST_MUSIC [SL:MUSIC_TYPE liste de lecture SL:MUSIC_TYPE] IN:DELETE_PLAYLIST_MUSIC]
Y - a - t - il du nouveau sur le marché immobilier aujourd'hui ?	[IN:GET_STORIES_NEWS [SL:NEWS_TYPE nouveau SL:NEWS_TYPE] [SL:NEWS_TOPIC marché immobilier SL:NEWS_TOPIC] [SL:DATE_TIME aujourd'hui SL:DATE_TIME] IN:GET_STORIES_NEWS]
va - t - il pleuvoir pendant la nuit	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE pleuvoir SL:WEATHER_ATTRIBUTE] [SL:DATE_TIME pendant la nuit SL:DATE_TIME] IN:GET_WEATHER]
est - ce qu' il va pleuvoir à 17 h	[IN:GET_WEATHER [SL:WEATHER_ATTRIBUTE pleuvoir SL:WEATHER_ATTRIBUTE] [SL:DATE_TIME à 17 h SL:DATE_TIME] IN:GET_WEATHER]
Programme - moi une alarme à 25 secondes	[IN:CREATE_ALARM [SL:DATE_TIME à 25 secondes SL:DATE_TIME] IN:CREATE_ALARM]
Joue la liste de lecture cardio	[IN:PLAY_MUSIC [SL:MUSIC_PLAYLIST_TITLE cardio SL:MUSIC_PLAYLIST_TITLE] [SL:MUSIC_TYPE liste de lecture SL:MUSIC_TYPE] IN:PLAY_MUSIC]
Annule la prochaine minuterie	[IN:PAUSE_TIMER [SL:ORDINAL prochaine SL:ORDINAL] [SL:METHOD_TIMER minuterie SL:METHOD_TIMER] IN:PAUSE_TIMER]
Lis uniquement les points importants .	[IN:GET_STORIES_NEWS [SL:NEWS_TYPE points importants SL:NEWS_TYPE] IN:GET_STORIES_NEWS]
Ajoute 10 minutes supplémentaires au chronomètre .	[IN:ADD_TIME_TIMER [SL:DATE_TIME 10 minutes SL:DATE_TIME] [SL:METHOD_TIMER chronomètre SL:METHOD_TIMER] IN:ADD_TIME_TIMER]
Je veux écouter de la musique classique .	[IN:PLAY_MUSIC [SL:MUSIC_GENRE classique SL:MUSIC_GENRE] [SL:MUSIC_TYPE musique SL:MUSIC_TYPE] IN:PLAY_MUSIC]
Supprime cette chanson de ma liste de lecture .	[IN:REMOVE_FROM_PLAYLIST_MUSIC [SL:MUSIC_TYPE chanson SL:MUSIC_TYPE] [SL:MUSIC_TYPE liste de lecture SL:MUSIC_TYPE] IN:REMOVE_FROM_PLAYLIST_MUSIC]
